peak_x,peak_y,check,peak_h,peak_name,prominence,col_x,col_y,col_h,parent_x,parent_y,parent_h,parent_name,remark
120.6142,23.0619,23.0619 120.6142,914,,137,120.6183,23.0597,777,120.6225,23.0556,1037,廓庭山,1
120.5500,23.1308,23.1308 120.5500,691,,137,120.5483,23.1353,554,120.5925,23.2403,1181,三角南山-2,1
121.4631,24.0347,24.0347 121.4631,2119,,137,121.4689,24.0364,1982,120.95728,23.47,3952,玉山,1
120.7803,24.0194,24.0194 120.7803,763,,137,120.7864,24.0275,626,120.7878,24.0297,776,,1
120.8147,23.6022,23.6022 120.8147,2265,烏松坑山,137,120.8019,23.5967,2128,120.7900,23.6011,2283,鹿屈,0
120.8111,23.9717,23.9717 120.8111,830,,137,120.8164,23.9700,693,120.8381,23.8550,1388,集集大山,1
121.4417,24.4003,24.4003 121.4417,3162,拔都諾府山,137,121.4431,24.3964,3025,121.4392,24.3619,3735,南湖大山,0
120.7731,23.0850,23.0850 120.7731,1858,,137,120.7794,23.0903,1721,120.95728,23.47,3952,玉山,1
121.1183,24.7950,24.7950 121.1183,299,,137,121.1175,24.7808,162,120.95728,23.47,3952,玉山,1
120.5478,23.2819,23.2819 120.5478,654,,137,120.5469,23.2892,517,120.95728,23.47,3952,玉山,1
120.6969,23.5217,23.5217 120.6969,1762,,137,120.6931,23.5183,1625,120.6919,23.5117,1816,,1
121.1967,24.7433,24.7433 121.1967,471,,136,121.1958,24.7378,335,120.95728,23.47,3952,玉山,1
121.1261,23.0692,23.0692 121.1261,1620,楠山,136,121.1197,23.0628,1484,120.95728,23.47,3952,玉山,0
121.6544,24.5094,24.5094 121.6544,1911,銅山,136,121.6506,24.5056,1775,120.95728,23.47,3952,玉山,0
120.6369,23.6481,23.6481 120.6369,545,,136,120.6319,23.6397,409,120.95728,23.47,3952,玉山,1
121.7828,25.0125,25.0125 121.7828,529,上內坪林,136,121.7722,25.0017,393,120.95728,23.47,3952,玉山,0
121.2325,24.7856,24.7856 121.2325,607,,136,121.2439,24.7906,471,121.2531,24.7936,658,石牛山-2,1
121.0356,22.8972,22.8972 121.0356,1451,,136,121.0369,22.9103,1315,120.95728,23.47,3952,玉山,1
120.9022,22.7403,22.7403 120.9022,2203,,136,120.8997,22.7317,2067,120.8806,22.7256,2226,知本主山-2,1
120.6231,23.2656,23.2656 120.6231,970,,136,120.6186,23.2747,834,120.6167,23.2817,996,崙頂-2,1
121.1203,24.2494,24.2494 121.1203,1833,,136,121.1136,24.2539,1697,120.95728,23.47,3952,玉山,1
121.3575,24.1097,24.1097 121.3575,3336,磐石西峰,136,121.3492,24.1169,3200,121.3347,24.1181,3593,奇萊北峰,0
120.8486,23.5953,23.5953 120.8486,1831,,136,120.8439,23.5958,1695,120.95728,23.47,3952,玉山,1
121.2236,23.5172,23.5172 121.2236,1174,,135,121.2219,23.5153,1039,120.95728,23.47,3952,玉山,1
121.0753,24.5806,24.5806 121.0753,1543,鳥嘴山,135,121.0722,24.5686,1408,120.95728,23.47,3952,玉山,0
121.4972,23.6075,23.6075 121.4972,321,丁子漏山,135,121.4819,23.5844,186,121.4889,23.5447,913,八里灣,0
121.3769,23.2922,23.2922 121.3769,1014,,135,121.3911,23.3214,879,121.4222,23.3575,1331,,1
120.5992,24.2125,24.2125 120.5992,310,,135,120.6714,24.2694,175,120.95728,23.47,3952,玉山,1
120.8258,23.4950,23.4950 120.8258,2477,,135,120.8242,23.5019,2342,120.8233,23.5111,2491,祝山,1
121.3700,24.1489,24.1489 121.3700,2618,,135,121.3683,24.1456,2483,120.95728,23.47,3952,玉山,1
121.5239,24.4597,24.4597 121.5239,2020,,135,121.5158,24.4556,1885,120.95728,23.47,3952,玉山,1
121.2881,24.4308,24.4308 121.2881,3292,池有山,135,121.2817,24.4303,3157,121.2319,24.3831,3878,雪山,0
120.3786,22.5275,22.5275 120.3786,149,,134,120.3933,22.6139,15,120.95728,23.47,3952,玉山,1
121.2844,23.4322,23.4322 121.2844,789,,134,121.2844,23.4275,655,120.95728,23.47,3952,玉山,1
121.1397,23.6356,23.6356 121.1397,3170,九華山西峰,134,121.1433,23.6294,3036,121.0919,23.6267,3607,東郡大山,0
121.7797,24.3953,24.3953 121.7797,605,,134,121.7794,24.3906,471,120.95728,23.47,3952,玉山,1
121.4714,23.4053,23.4053 121.4714,314,,134,121.4694,23.4097,180,120.95728,23.47,3952,玉山,1
121.4869,24.1267,24.1267 121.4869,2435,,134,121.4775,24.1219,2301,120.95728,23.47,3952,玉山,1
120.5047,23.2661,23.2661 120.5047,834,崁頭山,134,120.5142,23.2686,700,120.95728,23.47,3952,玉山,0
120.6122,23.4778,23.4778 120.6122,1068,鳩州嶺,134,120.6192,23.4836,934,120.95728,23.47,3952,玉山,0
121.3264,24.4197,24.4197 121.3264,2778,,134,121.3275,24.4339,2644,121.2319,24.3831,3878,雪山,1
120.8903,23.8017,23.8017 120.8903,963,,133,120.8933,23.8103,830,120.8981,23.8139,995,後尖山,1
121.6358,25.1044,25.1044 121.6358,262,北港山,133,121.6278,25.1131,129,121.5533,25.1708,1109,七星山,0
121.1267,23.4567,23.4567 121.1267,2317,,133,121.1317,23.4564,2184,120.95728,23.47,3952,玉山,1
120.5164,23.2583,23.2583 120.5164,802,,133,120.5147,23.2617,669,120.95728,23.47,3952,玉山,1
121.7756,24.9867,24.9867 121.7756,671,枋山坑,133,121.7542,24.9767,538,121.7181,24.9747,836,火燒寮山,0
121.6906,24.8878,24.8878 121.6906,739,,133,121.6836,24.8800,606,120.95728,23.47,3952,玉山,1
121.0294,24.0922,24.0922 121.0294,830,松風山,133,121.0314,24.0928,697,120.95728,23.47,3952,玉山,0
121.3142,23.7514,23.7514 121.3142,1686,,133,121.3139,23.7469,1553,120.95728,23.47,3952,玉山,1
121.4578,23.9156,23.9156 121.4578,2014,,133,121.4558,23.9136,1881,120.95728,23.47,3952,玉山,1
121.1581,24.4503,24.4503 121.1581,2709,,133,121.1669,24.4542,2576,121.2319,24.3831,3878,雪山,1
121.5319,24.2433,24.2433 121.5319,2245,朝暾山,132,121.5356,24.2433,2113,120.95728,23.47,3952,玉山,0
120.9039,22.7775,22.7775 120.9039,2379,,132,120.9019,22.7894,2247,120.9008,22.8042,2398,王霸邊浦,1
121.3581,24.1922,24.1922 121.3581,3015,黑岩山,132,121.3533,24.1942,2883,121.3847,24.2553,3444,無名山,0
120.7533,22.5108,22.5108 120.7533,2067,衣丁山,132,120.7528,22.5181,1935,120.7614,22.6269,3077,北大武山,0
120.9933,23.7536,23.7536 120.9933,2475,,132,120.9917,23.7492,2343,120.9811,23.7447,2905,治茆山,1
120.8217,23.5794,23.5794 120.8217,2467,,131,120.8214,23.5675,2336,120.8086,23.5358,2650,大塔山,1
120.7128,22.3358,22.3358 120.7128,1322,南胡呂山,131,120.7131,22.3492,1191,120.95728,23.47,3952,玉山,0
120.9653,24.1975,24.1975 120.9653,1667,,131,120.9672,24.2011,1536,120.95728,23.47,3952,玉山,1
121.5583,24.2231,24.2231 121.5583,2153,,131,121.5514,24.2339,2022,120.95728,23.47,3952,玉山,1
121.2053,24.3569,24.3569 121.2053,3467,雪山西南峰,131,121.2058,24.3533,3336,121.2003,24.3408,3584,大劍山,0
121.0653,23.0397,23.0397 121.0653,1904,,131,121.0614,23.0417,1773,120.95728,23.47,3952,玉山,1
120.6161,22.9433,22.9433 120.6161,537,,131,120.6186,22.9408,406,120.95728,23.47,3952,玉山,1
121.3169,23.2025,23.2025 121.3169,946,,131,121.3175,23.1986,815,121.3219,23.1397,1676,麻荖漏山-2,1
120.6447,23.8178,23.8178 120.6447,432,,131,120.6278,23.8703,301,120.6314,23.8892,442,橫山(二等),1
120.6778,23.5458,23.5458 120.6778,1246,,131,120.6831,23.5433,1115,120.95728,23.47,3952,玉山,1
120.8794,23.0344,23.0344 120.8794,3136,卑南主山南峰,130,120.8814,23.0411,3006,120.8744,23.0508,3284,卑南主山,0
120.7922,22.8472,22.8472 120.7922,2387,,130,120.7883,22.8397,2257,120.7817,22.8358,2434,,1
120.9803,24.4339,24.4339 120.9803,1725,,130,120.9872,24.4383,1595,120.95728,23.47,3952,玉山,1
121.1736,23.9925,23.9925 121.1736,2268,,130,121.1808,23.9883,2138,120.95728,23.47,3952,玉山,1
120.9314,24.1511,24.1511 120.9314,1507,,130,120.9392,24.1472,1377,120.9461,24.1400,1533,阿冷山,1
121.6808,25.0411,25.0411 121.6808,635,四份尾山,130,121.6978,25.0350,505,121.7806,25.0711,756,五分山,0
121.4700,23.9258,23.9258 121.4700,1607,,130,121.4681,23.9150,1477,120.95728,23.47,3952,玉山,1
120.8381,22.6969,22.6969 120.8381,1897,,130,120.8331,22.6967,1767,120.7614,22.6269,3077,北大武山,1
121.1756,23.7550,23.7550 121.1756,2640,卡阿郎山,130,121.1781,23.7594,2510,120.95728,23.47,3952,玉山,0
121.0261,24.4983,24.4983 121.0261,1993,,130,121.0236,24.5014,1863,121.0122,24.5106,2202,加里山,1
121.6536,24.7069,24.7069 121.6536,220,,130,121.6478,24.7053,90,120.95728,23.47,3952,玉山,1
121.1297,23.8036,23.8036 121.1297,1698,,129,121.1367,23.7986,1569,120.95728,23.47,3952,玉山,1
121.2178,24.0150,24.0150 121.2178,2331,再生,129,121.2189,24.0089,2202,120.95728,23.47,3952,玉山,0
121.5206,24.3028,24.3028 121.5206,2308,,129,121.5256,24.2989,2179,121.5700,24.2567,2561,二子山,1
120.9986,24.0533,24.0533 120.9986,1297,,129,120.9997,24.0494,1168,120.95728,23.47,3952,玉山,1
121.2447,24.1561,24.1561 121.2447,3084,巴魯莫安山,129,121.2478,24.1528,2955,121.2811,24.1356,3415,合歡東峰,0
120.7519,24.0986,24.0986 120.7519,440,,129,120.7619,24.0919,311,120.95728,23.47,3952,玉山,1
121.6797,24.9542,24.9542 121.6797,698,獵狸尖,129,121.6903,24.9631,569,121.7181,24.9747,836,火燒寮山,0
121.1944,24.5611,24.5611 121.1944,2228,,129,121.1969,24.5522,2099,121.2319,24.3831,3878,雪山,1
121.8217,24.6089,24.6089 121.8217,167,,129,121.8183,24.6069,38,120.95728,23.47,3952,玉山,1
121.3581,24.3133,24.3133 121.3581,2527,羅閑山,129,121.3747,24.3181,2398,120.95728,23.47,3952,玉山,0
120.9872,24.0239,24.0239 120.9872,1130,,129,120.9906,24.0203,1001,120.95728,23.47,3952,玉山,1
120.9517,22.6439,22.6439 120.9517,1333,,129,120.9472,22.6375,1204,120.9414,22.6319,1393,規那山,1
120.8506,23.1669,23.1669 120.8506,2787,,129,120.8606,23.1622,2658,120.9117,23.2269,3656,關山P,1
120.9739,22.7156,22.7156 120.9739,1186,,129,120.9800,22.7186,1057,121.0036,22.7264,1220,,1
121.1494,23.9128,23.9128 121.1494,2478,,129,121.1536,23.9072,2349,120.95728,23.47,3952,玉山,1
120.9653,23.4706,23.4706 120.9653,3862,玉山東峰,128,120.9633,23.4708,3734,120.95728,23.47,3952,玉山,0
121.1000,23.4553,23.4553 121.1000,2637,伊波克山,128,121.0967,23.4597,2509,120.95728,23.47,3952,玉山,0
121.1925,23.4633,23.4633 121.1925,3271,喀西帕南山,128,121.1883,23.4650,3143,121.1739,23.4836,3437,馬西山,0
120.8408,22.2275,22.2275 120.8408,510,,128,120.8642,22.2344,382,120.95728,23.47,3952,玉山,1
120.9364,23.0703,23.0703 120.9364,2762,,128,120.9372,23.0586,2634,120.9303,23.0486,2915,,1
121.3936,24.1044,24.1044 121.3936,3114,磐石山P,128,121.3806,24.1042,2986,121.3347,24.1181,3593,奇萊北峰,0
121.5078,24.8997,24.8997 121.5078,786,,128,121.5017,24.9022,658,120.95728,23.47,3952,玉山,1
120.6717,22.2806,22.2806 120.6717,516,外獅頭,128,120.6853,22.2903,388,120.95728,23.47,3952,玉山,0
121.4867,24.8342,24.8342 121.4867,1411,,128,121.4806,24.8247,1283,121.4497,24.7050,2131,,1
120.7500,23.6139,23.6139 120.7500,1794,,128,120.7550,23.6147,1666,120.95728,23.47,3952,玉山,1
120.8389,22.0900,22.0900 120.8389,357,,128,120.8467,22.0900,229,120.8417,22.0678,512,萬里得山,1
121.4469,23.9839,23.9839 121.4469,920,,127,121.4422,23.9875,793,120.95728,23.47,3952,玉山,1
121.2769,23.1458,23.1458 121.2769,580,,127,121.2822,23.1503,453,121.3219,23.1397,1676,麻荖漏山-2,1
120.8664,22.0378,22.0378 120.8664,402,,127,120.8683,22.0553,275,120.8417,22.0678,512,萬里得山,1
120.6550,24.3561,24.3561 120.6550,235,鐵砧山,127,120.6589,24.3497,108,120.95728,23.47,3952,玉山,0
121.0061,23.6364,23.6364 121.0061,1721,,127,121.0019,23.6383,1594,120.95728,23.47,3952,玉山,1
120.8650,22.8428,22.8428 120.8650,2295,,127,120.8592,22.8497,2168,120.8333,22.8997,2549,石穗頭,1
120.6833,23.4136,23.4136 120.6833,1150,,127,120.6842,23.4150,1023,120.95728,23.47,3952,玉山,1
120.7553,23.9625,23.9625 120.7553,469,,126,120.7731,23.9606,343,120.95728,23.47,3952,玉山,1
120.9267,23.2447,23.2447 120.9267,3413,關山北峰,126,120.9233,23.2414,3287,120.9117,23.2269,3656,關山P,0
121.4106,23.4411,23.4411 121.4106,606,,126,121.4133,23.4400,480,121.3219,23.1397,1676,麻荖漏山-2,1
121.1353,24.5675,24.5675 121.1353,1795,,126,121.1439,24.5667,1669,120.95728,23.47,3952,玉山,1
121.2178,24.5950,24.5950 121.2178,2189,,126,121.2033,24.5858,2063,121.1986,24.5819,2204,,1
120.9450,22.5125,22.5125 120.9450,731,,126,120.9356,22.5047,605,120.95728,23.47,3952,玉山,1
121.2672,23.1128,23.1128 121.2672,985,堵開埔山,126,121.2544,23.0847,859,121.2472,23.0692,1015,,0
121.2589,24.6483,24.6483 121.2589,1770,,126,121.2517,24.6453,1644,120.95728,23.47,3952,玉山,1
120.6647,23.1183,23.1183 120.6647,1326,番子寮山,126,120.6700,23.1236,1200,120.95728,23.47,3952,玉山,0
121.2942,23.5392,23.5392 121.2942,1885,,125,121.2919,23.5450,1760,121.2928,23.5494,1927,撫魯山,1
121.5408,24.7972,24.7972 121.5408,1415,,125,121.5597,24.7950,1290,121.5675,24.7972,1458,,1
120.9072,24.3458,24.3458 120.9072,1184,司令山,125,120.9097,24.3564,1059,120.95728,23.47,3952,玉山,0
120.8986,23.7247,23.7247 120.8986,1655,,125,120.9044,23.7136,1530,120.95728,23.47,3952,玉山,1
121.0250,23.9214,23.9214 121.0250,1437,,125,121.0239,23.9153,1312,120.9722,23.8394,2121,,1
121.2025,23.4467,23.4467 121.2025,2939,,125,121.2006,23.4481,2814,121.0572,23.4967,3825,秀姑巒山,1
120.8892,24.0194,24.0194 120.8892,828,中觀音山,125,120.9092,24.0033,703,120.9053,23.9953,832,觀音山(投),0
121.4019,24.0597,24.0597 121.4019,2912,,125,121.4053,24.0631,2787,121.3347,24.1181,3593,奇萊北峰,1
121.4461,24.3044,24.3044 121.4461,2985,,125,121.4428,24.3003,2860,121.4392,24.3619,3735,南湖大山,1
120.9797,23.1217,23.1217 120.9797,2534,坑頭山,125,120.9772,23.1286,2409,120.95728,23.47,3952,玉山,0
121.1850,23.5308,23.5308 121.1850,1771,,125,121.1886,23.5333,1646,120.95728,23.47,3952,玉山,1
121.8494,25.0453,25.0453 121.8494,302,大竹林山,124,121.8442,25.0467,178,120.95728,23.47,3952,玉山,0
121.0867,23.1783,23.1783 121.0867,1757,,124,121.0897,23.1808,1633,120.95728,23.47,3952,玉山,1
121.3231,23.1789,23.1789 121.3231,1414,,124,121.3331,23.1783,1290,121.3392,23.1919,1585,,1
121.5847,24.5150,24.5150 121.5847,2160,,124,121.5728,24.5208,2036,121.5639,24.5092,2349,三星山,1
120.3958,22.8072,22.8072 120.3958,226,,123,120.3997,22.8078,103,120.95728,23.47,3952,玉山,1
121.1467,23.8478,23.8478 121.1467,3229,卓社東峰,123,121.1303,23.8392,3106,121.1158,23.8344,3359,卓社大山,0
121.3658,24.0633,24.0633 121.3658,2474,,123,121.3553,24.0703,2351,120.95728,23.47,3952,玉山,1
120.9986,23.2025,23.2025 120.9986,1690,,123,120.9950,23.2064,1567,120.95728,23.47,3952,玉山,1
120.7194,21.9636,21.9636 120.7194,149,,123,120.7514,21.9678,26,120.95728,23.47,3952,玉山,1
121.2333,23.7492,23.7492 121.2333,2974,,123,121.2289,23.7436,2851,121.2394,23.7244,3002,六順山,1
120.7197,23.7172,23.7172 120.7197,876,,123,120.7156,23.7042,753,120.95728,23.47,3952,玉山,1
121.1797,23.7706,23.7706 121.1797,2786,,123,121.1833,23.7694,2663,121.2392,23.6936,3039,關門山北峰,1
121.5039,23.4833,23.4833 121.5039,243,大港口山,123,121.4997,23.4828,120,120.95728,23.47,3952,玉山,0
120.6514,23.2083,23.2083 120.6514,1054,茅山,123,120.6578,23.2278,931,120.6714,23.2367,1181,河湖表山,0
120.5936,23.3683,23.3683 120.5936,1201,,123,120.5983,23.3811,1078,120.6050,23.3956,1274,頭凍山-2,1
121.8231,24.5908,24.5908 121.8231,476,,123,121.8178,24.5806,353,120.95728,23.47,3952,玉山,1
120.8144,22.1331,22.1331 120.8144,513,高士佛山,122,120.8375,22.1422,391,120.8361,22.1544,555,東牡丹山,0
121.3561,23.9711,23.9711 121.3561,2356,,122,121.3514,23.9761,2234,120.95728,23.47,3952,玉山,1
121.0625,24.5572,24.5572 121.0625,1638,大窩山,122,121.0689,24.5519,1516,120.95728,23.47,3952,玉山,0
120.6497,23.5186,23.5186 120.6497,1442,,122,120.6514,23.5169,1320,120.6539,23.5081,1461,,1
121.4136,23.9772,23.9772 121.4136,1716,長峰山,122,121.4094,23.9736,1594,120.95728,23.47,3952,玉山,0
120.7733,24.3803,24.3803 120.7733,545,拐子湖,122,120.7808,24.3811,423,120.8111,24.3750,886,關刀山,0
121.0225,24.0444,24.0444 121.0225,1872,,122,121.0236,24.0392,1750,121.0503,24.0453,2417,,1
121.2764,24.3031,24.3031 121.2764,1742,,122,121.2839,24.3047,1620,120.95728,23.47,3952,玉山,1
121.2719,24.4575,24.4575 121.2719,3357,東霸尖山,122,121.2692,24.4578,3235,121.2578,24.4575,3475,大霸尖山,0
121.4467,23.4436,23.4436 121.4467,1137,織羅山,122,121.4425,23.4375,1015,121.4403,23.4333,1193,,0
121.5339,24.2900,24.2900 121.5339,2332,,122,121.5347,24.2856,2210,121.5483,24.2714,2397,,1
120.6789,22.5972,22.5972 120.6789,1037,,122,120.6844,22.6011,915,120.95728,23.47,3952,玉山,1
120.9717,23.8308,23.8308 120.9717,2045,,121,120.9733,23.8344,1924,120.9722,23.8394,2121,,1
121.1228,24.6144,24.6144 121.1228,1038,鬼澤山,121,121.1267,24.6142,917,120.95728,23.47,3952,玉山,0
120.7589,22.9361,22.9361 120.7589,784,,121,120.7578,22.9403,663,120.95728,23.47,3952,玉山,1
121.3689,23.9633,23.9633 121.3689,2101,,121,121.3664,23.9650,1980,120.95728,23.47,3952,玉山,1
121.6308,24.7147,24.7147 121.6308,618,,121,121.6267,24.7122,497,120.95728,23.47,3952,玉山,1
121.6414,24.4828,24.4828 121.6414,1679,雅音山,121,121.6389,24.4872,1558,120.95728,23.47,3952,玉山,0
121.2478,23.5794,23.5794 121.2478,2996,阿屘那來南峰,121,121.2472,23.5828,2875,121.2444,23.5936,3051,阿屘那來山,0
121.4086,24.9200,24.9200 121.4086,282,,121,121.4061,24.9158,161,120.95728,23.47,3952,玉山,1
120.6686,23.3992,23.3992 120.6686,1194,,121,120.6647,23.4033,1073,120.95728,23.47,3952,玉山,1
121.4886,24.0367,24.0367 121.4886,2260,,121,121.4900,24.0353,2139,121.4936,24.0294,2315,七腳川山,1
121.3533,23.2200,23.2200 121.3533,1231,,121,121.3511,23.2197,1110,121.3219,23.1397,1676,麻荖漏山-2,1
120.8150,23.7728,23.7728 120.8150,1168,白石牙山,121,120.8192,23.7706,1047,120.8172,23.7394,1387,,0
121.7903,24.5264,24.5264 121.7903,1217,,121,121.7844,24.5378,1096,121.7608,24.5375,1471,蘭崁山,1
121.4397,23.3633,23.3633 121.4397,897,,121,121.4386,23.3642,776,121.3219,23.1397,1676,麻荖漏山-2,1
121.0467,23.4042,23.4042 121.0467,2875,,120,121.0328,23.4083,2755,120.9117,23.2269,3656,關山P,1
121.3922,23.7886,23.7886 121.3922,1975,,120,121.3839,23.7800,1855,121.3817,23.7772,2001,,1
121.2375,24.2206,24.2206 121.2375,2592,,120,121.2322,24.2144,2472,121.2350,24.1994,2606,,1
120.9456,24.3781,24.3781 120.9456,1304,,120,120.9458,24.3881,1184,120.95728,23.47,3952,玉山,1
120.7658,22.1419,22.1419 120.7658,525,,120,120.7600,22.1469,405,120.7328,22.1639,1056,里龍山,1
120.9094,22.5456,22.5456 120.9094,1007,,120,120.9139,22.5447,887,120.9203,22.5467,1049,虷泉山,1
121.0500,24.6753,24.6753 121.0500,339,,120,121.0456,24.6683,219,120.95728,23.47,3952,玉山,1
121.5919,25.1742,25.1742 121.5919,887,,119,121.5981,25.1758,768,121.6042,25.1764,918,,1
120.4447,22.8075,22.8075 120.4447,234,,119,120.4350,22.8089,115,120.4325,22.8300,417,中寮山,1
121.5183,22.0583,22.0583 121.5183,508,,119,121.5197,22.0600,389,121.5344,22.0528,543,紅頭山,1
120.8161,22.8622,22.8622 120.8161,2290,,119,120.8069,22.8547,2171,120.7817,22.8358,2434,,1
120.8750,23.3397,23.3397 120.8750,2829,,119,120.8806,23.3464,2710,120.8889,23.3533,2857,魔界腕-2,1
120.5981,22.8700,22.8700 120.5981,273,竹子門,119,120.5928,22.8725,154,120.95728,23.47,3952,玉山,0
121.0725,23.1325,23.1325 121.0725,1552,江坡古,119,121.0683,23.1331,1433,120.95728,23.47,3952,玉山,0
121.2483,24.3178,24.3178 121.2483,2682,,119,121.2386,24.3242,2563,121.2319,24.3831,3878,雪山,1
120.7775,23.0139,23.0139 120.7775,1558,新集山,119,120.7806,23.0097,1439,120.95728,23.47,3952,玉山,0
121.1625,23.7878,23.7878 121.1625,2368,,118,121.1664,23.7819,2250,120.95728,23.47,3952,玉山,1
121.2489,23.8525,23.8525 121.2489,2638,,118,121.2497,23.8567,2520,121.4392,24.3619,3735,南湖大山,1
121.2703,22.9647,22.9647 121.2703,808,,118,121.2667,22.9628,690,121.2622,22.9603,910,跋都山,1
121.6472,24.8142,24.8142 121.6472,1158,大礁溪山,118,121.6600,24.8108,1040,121.6661,24.8150,1160,,0
121.3153,23.9631,23.9631 121.3153,3016,奇萊大山,118,121.3019,23.9603,2898,121.2778,23.9656,3341,能高南峰,0
121.3778,23.3292,23.3292 121.3778,551,,118,121.3806,23.3267,433,121.3219,23.1397,1676,麻荖漏山-2,1
121.1206,23.2619,23.2619 121.1206,1462,,118,121.1200,23.2644,1344,120.95728,23.47,3952,玉山,1
121.1906,23.4531,23.4531 121.1906,3165,喀西帕南山南峰,118,121.1889,23.4561,3047,121.1739,23.4836,3437,馬西山,0
121.3039,23.9450,23.9450 121.3039,2987,,118,121.2867,23.9383,2869,121.2778,23.9656,3341,能高南峰,1
120.8939,23.4756,23.4756 120.8939,2848,,118,120.8856,23.4756,2730,120.8719,23.4608,2885,,1
120.7650,23.2561,23.2561 120.7650,2228,,118,120.7669,23.2631,2110,120.7706,23.2717,2276,,1
121.0631,24.3144,24.3144 121.0631,2927,,118,121.0664,24.3153,2809,121.2319,24.3831,3878,雪山,1
121.4486,24.6594,24.6594 121.4486,1838,復興尖山,118,121.4547,24.6667,1720,121.4797,24.6736,2096,巴博庫魯-2,0
121.3000,24.1264,24.1264 121.3000,3152,小奇萊,118,121.2922,24.1331,3034,121.2811,24.1356,3415,合歡東峰,0
121.5486,24.9925,24.9925 121.5486,137,景美山,118,121.5592,24.9931,19,120.95728,23.47,3952,玉山,0
121.1531,24.0247,24.0247 121.1531,1336,,118,121.1569,24.0275,1218,120.95728,23.47,3952,玉山,1
120.6325,22.6297,22.6297 120.6325,221,,117,120.6317,22.6342,104,120.95728,23.47,3952,玉山,1
121.0356,24.6728,24.6728 121.0356,336,,117,121.0453,24.6681,219,120.95728,23.47,3952,玉山,1
121.0514,24.2981,24.2981 121.0514,2988,,117,121.0436,24.2950,2871,121.0394,24.2961,2993,小雪山,1
121.1692,23.5867,23.5867 121.1692,3103,義西請馬至東峰,117,121.1711,23.5842,2986,121.1964,23.5794,3271,內嶺爾山,0
121.0067,24.3283,24.3283 121.0067,2324,百志興保,117,121.0106,24.3242,2207,121.2319,24.3831,3878,雪山,0
121.4550,23.5222,23.5222 121.4550,480,,117,121.4611,23.5250,363,121.4889,23.5447,913,八里灣,1
120.7214,22.6233,22.6233 120.7214,1888,,116,120.7314,22.6178,1772,120.7614,22.6269,3077,北大武山,1
121.6964,25.1672,25.1672 121.6964,230,,116,121.6878,25.1628,114,121.5533,25.1708,1109,七星山,1
121.3056,22.9822,22.9822 121.3056,235,,116,121.3092,22.9892,119,120.95728,23.47,3952,玉山,1
120.6247,23.3725,23.3725 120.6247,959,,116,120.6317,23.3747,843,120.95728,23.47,3952,玉山,1
120.7631,23.6153,23.6153 120.7631,2100,獅子頭山,116,120.7747,23.6050,1984,120.95728,23.47,3952,玉山,0
120.9347,23.4725,23.4725 120.9347,3511,玉山西峰,116,120.9400,23.4719,3395,120.95728,23.47,3952,玉山,0
121.1522,24.5647,24.5647 121.1522,1824,,116,121.1642,24.5639,1708,120.95728,23.47,3952,玉山,1
121.0478,23.4819,23.4819 121.0478,3629,北大水窟山,116,121.0417,23.4772,3513,121.0383,23.4739,3639,大水窟山,0
121.0958,24.4964,24.4964 121.0958,2443,,116,121.0903,24.4978,2327,121.0703,24.4967,2610,鹿場大山,1
120.8858,24.0239,24.0239 120.8858,794,,116,120.8869,24.0211,678,120.9053,23.9953,832,觀音山(投),1
120.8750,22.6356,22.6356 120.8750,1463,,116,120.8719,22.6356,1347,120.8544,22.6431,1566,,1
120.9861,23.6708,23.6708 120.9861,2082,,116,120.9772,23.6711,1966,120.95728,23.47,3952,玉山,1
121.0033,23.8861,23.8861 121.0033,1514,,115,121.0075,23.8903,1399,121.0225,23.9003,1600,,1
121.1875,23.9856,23.9856 121.1875,2399,,115,121.1933,23.9817,2284,121.2006,23.9831,2614,麻平暮山,1
121.4850,23.5167,23.5167 121.4850,806,大奇山,115,121.4861,23.5219,691,121.4889,23.5447,913,八里灣,0
121.3122,23.9439,23.9439 121.3122,2893,,115,121.3092,23.9436,2778,121.2778,23.9656,3341,能高南峰,1
121.0606,24.1953,24.1953 121.0606,2517,,115,121.0678,24.1922,2402,121.1089,24.2025,3336,白姑大山,1
120.7306,22.9308,22.9308 120.7306,1211,足母山,115,120.7372,22.9253,1096,120.95728,23.47,3952,玉山,0
120.9369,23.4408,23.4408 120.9369,3578,小南山,115,120.9419,23.4433,3463,120.95728,23.47,3952,玉山,0
121.0311,23.7917,23.7917 121.0311,1464,,115,121.0378,23.7897,1349,120.95728,23.47,3952,玉山,1
120.7983,21.9589,21.9589 120.7983,298,,115,120.8039,21.9658,183,120.8186,21.9733,307,,1
121.6736,24.3789,24.3789 121.6736,1538,,115,121.6775,24.3806,1423,121.6911,24.3908,1854,飯包山,1
121.4506,24.2867,24.2867 121.4506,2920,,115,121.4439,24.2961,2805,121.4392,24.3619,3735,南湖大山,1
121.1308,23.1553,23.1553 121.1308,1325,去部山,115,121.1350,23.1567,1210,120.95728,23.47,3952,玉山,0
120.8019,22.0986,22.0986 120.8019,553,,115,120.8078,22.0961,438,120.8033,22.0831,586,四林格山,1
121.4894,23.5053,23.5053 121.4894,745,,115,121.4878,23.5108,630,121.4889,23.5447,913,八里灣,1
120.9211,23.6725,23.6725 120.9211,2324,,115,120.9272,23.6717,2209,120.95728,23.47,3952,玉山,1
